Year,Units,display,title,Bundesland,GeoCode,Value
2007,number,a) time series,emas organisations,sn,code14,46.0
2008,number,a) time series,emas organisations,sn,code14,42.0
2009,number,a) time series,emas organisations,sn,code14,40.0
2010,number,a) time series,emas organisations,sn,code14,36.0
2011,number,a) time series,emas organisations,sn,code14,35.0
2012,number,a) time series,emas organisations,sn,code14,35.0
2013,number,a) time series,emas organisations,sn,code14,33.0
2014,number,a) time series,emas organisations,sn,code14,33.0
2015,number,a) time series,emas organisations,sn,code14,32.0
2016,number,a) time series,emas organisations,sn,code14,32.0
2017,number,a) time series,emas organisations,sn,code14,33.0
2018,number,a) time series,emas organisations,sn,code14,30.0
2019,number,a) time series,emas organisations,sn,code14,29.0
2005,number,a) time series,emas organisations,st,code15,34.0
2006,number,a) time series,emas organisations,st,code15,34.0
2007,number,a) time series,emas organisations,st,code15,37.0
2008,number,a) time series,emas organisations,st,code15,38.0
2009,number,a) time series,emas organisations,st,code15,35.0
2010,number,a) time series,emas organisations,st,code15,35.0
2011,number,a) time series,emas organisations,st,code15,28.0
2012,number,a) time series,emas organisations,st,code15,28.0
2013,number,a) time series,emas organisations,st,code15,28.0
2014,number,a) time series,emas organisations,st,code15,24.0
2015,number,a) time series,emas organisations,st,code15,21.0
2016,number,a) time series,emas organisations,st,code15,21.0
2017,number,a) time series,emas organisations,st,code15,22.0
2018,number,a) time series,emas organisations,st,code15,22.0
2019,number,a) time series,emas organisations,st,code15,23.0
2005,number,a) time series,emas organisations,sh,code01,72.0
2006,number,a) time series,emas organisations,sh,code01,72.0
2007,number,a) time series,emas organisations,sh,code01,66.0
2008,number,a) time series,emas organisations,sh,code01,59.0
2009,number,a) time series,emas organisations,sh,code01,50.0
2010,number,a) time series,emas organisations,sh,code01,36.0
2011,number,a) time series,emas organisations,sh,code01,34.0
2012,number,a) time series,emas organisations,sh,code01,26.0
2013,number,a) time series,emas organisations,sh,code01,26.0
2014,number,a) time series,emas organisations,sh,code01,22.0
2015,number,a) time series,emas organisations,sh,code01,17.0
2016,number,a) time series,emas organisations,sh,code01,18.0
2017,number,a) time series,emas organisations,sh,code01,18.0
2018,number,a) time series,emas organisations,sh,code01,15.0
2019,number,a) time series,emas organisations,sh,code01,15.0
2005,number,a) time series,emas organisations,th,code16,112.0
2006,number,a) time series,emas organisations,th,code16,107.0
2007,number,a) time series,emas organisations,th,code16,85.0
2008,number,a) time series,emas organisations,th,code16,84.0
2009,number,a) time series,emas organisations,th,code16,63.0
2010,number,a) time series,emas organisations,th,code16,51.0
2011,number,a) time series,emas organisations,th,code16,43.0
2012,number,a) time series,emas organisations,th,code16,40.0
2013,number,a) time series,emas organisations,th,code16,43.0
2014,number,a) time series,emas organisations,th,code16,43.0
2015,number,a) time series,emas organisations,th,code16,47.0
2016,number,a) time series,emas organisations,th,code16,49.0
2017,number,a) time series,emas organisations,th,code16,48.0
2018,number,a) time series,emas organisations,th,code16,47.0
2019,number,a) time series,emas organisations,th,code16,51.0
